NAV,Date
149.8615,19-Mar-24
149.9006,20-Mar-24
152.7844,21-Mar-24
154.4184,22-Mar-24
154.787,26-Mar-24
156.1871,27-Mar-24
156.6865,28-Mar-24
156.6802,31-Mar-24
160.0209,01-Apr-24
161.1715,02-Apr-24
162.1663,03-Apr-24
162.6597,04-Apr-24
163.1879,05-Apr-24
163.5753,08-Apr-24
163.1307,09-Apr-24
164.1548,10-Apr-24
163.4234,12-Apr-24
161.4576,15-Apr-24
162.1146,16-Apr-24
162.2838,18-Apr-24
162.5213,19-Apr-24
165.0494,22-Apr-24
166.4741,23-Apr-24
167.452,24-Apr-24
168.9917,25-Apr-24
169.8509,26-Apr-24
170.5501,29-Apr-24
171.2982,30-Apr-24
172.0425,02-May-24
171.073,03-May-24
169.4673,06-May-24
167.3441,07-May-24
168.4069,08-May-24
164.7741,09-May-24
165.9304,10-May-24
166.075,13-May-24
168.6839,14-May-24
170.9133,15-May-24
173.2875,16-May-24
175.3314,17-May-24
175.6528,21-May-24
175.9955,22-May-24
176.4494,23-May-24
176.6637,24-May-24
176.1995,27-May-24
174.6468,28-May-24
174.4545,29-May-24
172.8722,30-May-24
173.5817,31-May-24
177.3014,03-Jun-24
165.0225,04-Jun-24
169.9509,05-Jun-24
174.5562,06-Jun-24
178.2514,07-Jun-24
180.0195,10-Jun-24
181.7627,11-Jun-24
183.5794,12-Jun-24
185.0746,13-Jun-24
186.6858,14-Jun-24
188.5231,18-Jun-24
187.3135,19-Jun-24
187.8404,20-Jun-24
187.4747,21-Jun-24
188.3135,24-Jun-24
188.1461,25-Jun-24
188.5689,26-Jun-24
187.773,27-Jun-24
188.6347,28-Jun-24
191.9297,01-Jul-24
192.1864,02-Jul-24
194.0379,03-Jul-24
195.2171,04-Jul-24
195.9112,05-Jul-24
195.7025,08-Jul-24
195.833,09-Jul-24
194.6474,10-Jul-24
195.586,11-Jul-24
195.3504,12-Jul-24
195.7216,15-Jul-24
196.1623,16-Jul-24
194.7569,18-Jul-24
190.7954,19-Jul-24
192.1619,22-Jul-24
191.831,23-Jul-24
194.5552,24-Jul-24
194.9216,25-Jul-24
196.9245,26-Jul-24
199.1827,29-Jul-24
200.2499,30-Jul-24
200.256,31-Jul-24
199.0657,01-Aug-24
197.4431,02-Aug-24
190.3295,05-Aug-24
189.9099,06-Aug-24
193.9231,07-Aug-24
192.4261,08-Aug-24
193.6732,09-Aug-24
193.8841,12-Aug-24
191.5811,13-Aug-24
190.0149,14-Aug-24
193.6156,16-Aug-24
195.0299,19-Aug-24
196.5465,20-Aug-24
198.3614,21-Aug-24
199.0173,22-Aug-24
199.384,23-Aug-24
199.5598,26-Aug-24
200.7656,27-Aug-24
199.9176,28-Aug-24
198.7354,29-Aug-24
200.4252,30-Aug-24
199.7618,02-Sep-24
200.6112,03-Sep-24
200.702,04-Sep-24
201.6598,05-Sep-24
200.0807,06-Sep-24
199,09-Sep-24
201.0132,10-Sep-24
200.1051,11-Sep-24
201.8238,12-Sep-24
202.7166,13-Sep-24
203.0102,16-Sep-24
202.9164,17-Sep-24
202.0666,18-Sep-24
200.4964,19-Sep-24
202.2025,20-Sep-24
203.842,23-Sep-24
204.3979,24-Sep-24
203.3902,25-Sep-24
202.5726,26-Sep-24
203.3984,27-Sep-24
202.8565,30-Sep-24
203.7871,01-Oct-24
200.0738,03-Oct-24
198.5774,04-Oct-24
193.6749,07-Oct-24
197.7194,08-Oct-24
200.0334,09-Oct-24
201.0507,10-Oct-24
201.5145,11-Oct-24
201.9278,14-Oct-24
203.9201,15-Oct-24
204.103,16-Oct-24
201.4949,17-Oct-24
201.6568,18-Oct-24
199.4625,21-Oct-24
193.3281,22-Oct-24
194.4382,23-Oct-24
193.403,24-Oct-24
189.945,25-Oct-24
191.2719,28-Oct-24
192.8632,29-Oct-24
194.3323,30-Oct-24
196.9244,31-Oct-24
195.6998,04-Nov-24
196.5418,05-Nov-24
199.9444,06-Nov-24
198.857,07-Nov-24
196.119,08-Nov-24
194.1352,11-Nov-24
191.3666,12-Nov-24
186.2682,13-Nov-24
187.4261,14-Nov-24
186.4852,18-Nov-24
188.481,19-Nov-24
187.1249,21-Nov-24
188.5255,22-Nov-24
191.5274,25-Nov-24
192.8833,26-Nov-24
194.8871,27-Nov-24
195.1079,28-Nov-24
196.3322,29-Nov-24
197.6353,02-Dec-24
199.0944,03-Dec-24
199.9368,04-Dec-24
200.6842,05-Dec-24
201.7878,06-Dec-24
202.4178,09-Dec-24
203.2063,10-Dec-24
203.8399,11-Dec-24
202.2429,12-Dec-24
201.9213,13-Dec-24
202.947,16-Dec-24
201.5147,17-Dec-24
200.2587,18-Dec-24
199.7523,19-Dec-24
195.4111,20-Dec-24
194.2323,23-Dec-24
194.7594,24-Dec-24
194.3577,26-Dec-24
194.8107,27-Dec-24
193.5219,30-Dec-24
