NAV,Date
27.4423,11-Dec-23
27.4423,12-Dec-23
27.451,13-Dec-23
27.4678,14-Dec-23
27.4911,15-Dec-23
27.5114,18-Dec-23
27.5108,19-Dec-23
27.5082,20-Dec-23
27.5115,21-Dec-23
27.5198,22-Dec-23
27.5448,26-Dec-23
27.5505,27-Dec-23
27.5538,28-Dec-23
27.5734,29-Dec-23
27.5899,01-Jan-24
27.5912,02-Jan-24
27.5959,03-Jan-24
27.595,04-Jan-24
27.5995,05-Jan-24
27.623,08-Jan-24
27.6305,09-Jan-24
27.636,10-Jan-24
27.6366,11-Jan-24
27.6423,12-Jan-24
27.6715,15-Jan-24
27.6722,16-Jan-24
27.6738,17-Jan-24
27.6703,18-Jan-24
27.6727,19-Jan-24
27.6985,23-Jan-24
27.6959,24-Jan-24
27.6958,25-Jan-24
27.7242,29-Jan-24
27.7275,30-Jan-24
27.7362,31-Jan-24
27.7612,01-Feb-24
27.778,02-Feb-24
27.7822,05-Feb-24
27.7859,06-Feb-24
27.7924,07-Feb-24
27.7964,08-Feb-24
27.7985,09-Feb-24
27.812,12-Feb-24
27.8203,13-Feb-24
27.822,14-Feb-24
27.8353,15-Feb-24
27.8371,16-Feb-24
27.8737,20-Feb-24
27.8849,21-Feb-24
27.8899,22-Feb-24
27.8916,23-Feb-24
27.9148,26-Feb-24
27.9195,27-Feb-24
27.9246,28-Feb-24
27.9307,29-Feb-24
27.9399,01-Mar-24
27.9568,04-Mar-24
27.9622,05-Mar-24
27.9751,06-Mar-24
27.9891,07-Mar-24
28.0263,11-Mar-24
28.0321,12-Mar-24
28.0363,13-Mar-24
28.0341,14-Mar-24
28.043,15-Mar-24
28.0471,18-Mar-24
28.0468,19-Mar-24
28.0531,20-Mar-24
28.0759,21-Mar-24
28.0692,22-Mar-24
28.0839,26-Mar-24
28.0999,27-Mar-24
28.1306,28-Mar-24
28.1456,31-Mar-24
28.1482,02-Apr-24
28.1605,03-Apr-24
28.1708,04-Apr-24
28.1728,05-Apr-24
28.1693,08-Apr-24
28.196,10-Apr-24
28.1724,12-Apr-24
28.1968,15-Apr-24
28.1903,16-Apr-24
28.2085,18-Apr-24
28.1854,19-Apr-24
28.219,22-Apr-24
28.2391,23-Apr-24
